word,url,width,height
crises,http://media0.giphy.com/media/SBC7hH4Wgpt8A/200_d.gif,317,247
periodical,none,,
return,http://media0.giphy.com/media/B31jXCRkiwAaA/200_d.gif,240,235
trial,http://media0.giphy.com/media/5xRAB5r6nU3Is/200_d.gif,320,214
threateningly,none,,
previously,http://media0.giphy.com/media/KJ9ihb5jIzBe0/200_d.gif,500,226
periodically,http://media0.giphy.com/media/eFMll5hnvONNu/200_d.gif,220,222
breaks,http://media0.giphy.com/media/GrufFKXXBq3gQ/200_d.gif,300,250
epidemic,http://media0.giphy.com/media/Gl3HSCtrOSlyw/200_d.gif,320,220
would,http://media0.giphy.com/media/tTO9gkciSkQvK/200_d.gif,320,180
seemed,http://media0.giphy.com/media/5y7UAu3mhjwt2/200_d.gif,250,197
absurdity,http://media0.giphy.com/media/Sc0vGTHpfOa1q/200_d.gif,400,300
over-production,http://media0.giphy.com/media/RTYajoUG79SWQ/200_d.gif,470,500
suddenly,http://media0.giphy.com/media/13zPxCcUpJOFOw/200_d.gif,480,270
finds,http://media0.giphy.com/media/2kztKOCPJ0Xle/200_d.gif,205,154
momentary,http://media0.giphy.com/media/JxTiGsuaJWSwE/200_d.gif,500,258
barbarism,none,,
appears,http://media0.giphy.com/media/PaUSWT1tLdXmo/200_d.gif,399,245
if,http://media0.giphy.com/media/qhUBCzPWtYxPO/200_d.gif,480,256
famine,http://media0.giphy.com/media/BiUVGi8ZRlMxW/200_d.gif,262,262
war,http://media0.giphy.com/media/j1fO0yRwfGFXO/200_d.gif,499,378
devastation,http://media0.giphy.com/media/Klkfooc2xZlQI/200_d.gif,420,258
cut,http://media0.giphy.com/media/B74bhKjaVL4T6/200_d.gif,270,171
off,http://media0.giphy.com/media/4flDdnn6NOkfe/200_d.gif,308,256
supply,http://media0.giphy.com/media/QqvI58bqmkzC/200_d.gif,300,187
subsistence,none,,
seem,http://media0.giphy.com/media/BlLID3OGgeLsI/200_d.gif,320,240
why,http://media0.giphy.com/media/hugx6XhpJ5ONi/200_d.gif,245,195
because,http://media0.giphy.com/media/bJnz0Yxv4kROg/200_d.gif,360,205
too,http://media0.giphy.com/media/cvQfj3pRZ1Hig/200_d.gif,350,197
disposal,http://media0.giphy.com/media/EN8rD9iX9KYhO/200_d.gif,360,360
tend,http://media0.giphy.com/media/92qBQysSvcXKw/200_d.gif,281,350
further,http://media0.giphy.com/media/42mDAGCEl2ro4/200_d.gif,156,208
powerful,http://media0.giphy.com/media/VyhptFlDPSUA8/200_d.gif,500,281
fettered,none,,
soon,http://media3.giphy.com/media/z85AlA6CBKxEI/200_d.gif,650,450
overcome,http://media0.giphy.com/media/cJalWrPsPGoNy/200_d.gif,320,240
disorder,http://media0.giphy.com/media/lAjVS7xNdv2qQ/200_d.gif,245,120
endanger,none,,
narrow,http://media0.giphy.com/media/10He5F21Sagbde/200_d.gif,348,215
comprise,http://media0.giphy.com/media/NJLgTHt7fjAWI/200_d.gif,245,200
wealth,http://media0.giphy.com/media/M0jMQTTar8IRa/200_d.gif,320,180
does,http://media0.giphy.com/media/lcLWCgd2svGr6/200_d.gif,300,225
get,http://media0.giphy.com/media/W6ktqpP7vCfzG/200_d.gif,320,240
enforced,http://media0.giphy.com/media/13R6pNxYKy4WdO/200_d.gif,450,253
destruction,http://media0.giphy.com/media/54tLnYlFAUAMM/200_d.gif,500,213
mass,http://media0.giphy.com/media/49iHvLaP4280g/200_d.gif,123,268
conquest,http://media0.giphy.com/media/kXFsFymS9bDqw/200_d.gif,500,56
thorough,http://media0.giphy.com/media/6mzEBiiXwYDSg/200_d.gif,256,256
say,http://media0.giphy.com/media/RUBvOKUc5gbDi/200_d.gif,388,278
paving,http://media0.giphy.com/media/oUDcC0bXyRzUc/200_d.gif,250,225
extensive,http://media0.giphy.com/media/tZdOjX2zwXhoA/200_d.gif,203,195
destructive,http://media0.giphy.com/media/11j980aYBcZ7fa/200_d.gif,400,300
diminishing,none,,
whereby,http://media0.giphy.com/media/d9Hrq1x2t0aPK/200_d.gif,400,400
prevented,http://media0.giphy.com/media/xpKUZkbgGUBwc/200_d.gif,275,206
weapons,http://media0.giphy.com/media/Bg64aWxUuXuWQ/200_d.gif,400,226
felled,none,,
feudalism,none,,
turned,http://media0.giphy.com/media/KDqGE0yXc6Ivu/200_d.gif,500,456
forged,http://media0.giphy.com/media/FEDPQ2bf8kn3G/200_d.gif,270,177
men,http://media0.giphy.com/media/4XaNIiJ9CcBu8/200_d.gif,500,384
wield,http://media0.giphy.com/media/BBTL4mcp9e5gc/200_d.gif,250,250
those,http://media0.giphy.com/media/8jTZZ4kjIDRVS/200_d.gif,500,605
working,http://media0.giphy.com/media/11BbGyhVmk4iLS/200_d.gif,380,289
live,http://media0.giphy.com/media/VqdNYMetM9wNa/200_d.gif,211,166
increases,http://media0.giphy.com/media/6jihsfgvEZx9m/200_d.gif,500,214
sell,http://media0.giphy.com/media/vfj6u2q70d4Ig/200_d.gif,300,170
piecemeal,none,,
commodity,http://media2.giphy.com/media/lnPp8iKecXrNe/200_d.gif,500,194
article,http://media0.giphy.com/media/FTwLQE96YjXa0/200_d.gif,400,302
consequently,http://media0.giphy.com/media/LxOpxm3NF0heE/200_d.gif,245,245
exposed,http://media0.giphy.com/media/Mss31WXcMwL4c/200_d.gif,496,376
vicissitudes,http://media0.giphy.com/media/1melsBIKcK3kc/200_d.gif,500,226
fluctuations,http://media0.giphy.com/media/KWgL1MYIym4Ny/200_d.gif,1024,768
owing,http://media0.giphy.com/media/DbP40TPbpOFqM/200_d.gif,245,330
use,http://media0.giphy.com/media/iDE98jxNeOMuc/200_d.gif,500,300
lost,http://media0.giphy.com/media/k4idhbugFdqCY/200_d.gif,243,137
charm,http://media0.giphy.com/media/9LcUTyEwb8xgI/200_d.gif,450,202
workman,http://media0.giphy.com/media/12Vdk5afqzJUsg/200_d.gif,340,187
appendage,http://media0.giphy.com/media/NljYKzwvkHqgM/200_d.gif,320,180
machine,http://media0.giphy.com/media/CdvD7s1oLT1Hq/200_d.gif,389,205
simple,http://media0.giphy.com/media/RATnBzBwD1Jh6/200_d.gif,400,238
monotonous,http://media0.giphy.com/media/LJKqGcKIAMU1y/200_d.gif,500,221
easily,http://media0.giphy.com/media/6QGN1lgzJoTgk/200_d.gif,400,300
acquired,http://media0.giphy.com/media/S7hlLROdpxgIM/200_d.gif,450,800
knack,http://media3.giphy.com/media/4PtpRRupE7Jh6/200_d.gif,500,284
required,http://media0.giphy.com/media/nLt2xKYi1ghXy/200_d.gif,480,308
him,http://media0.giphy.com/media/w4Ad3h1PfnFjG/200_d.gif,500,279
hence,http://media0.giphy.com/media/eE36LM3a8zF6/200_d.gif,309,184
cost,http://media0.giphy.com/media/LBNqcPPxwalEI/200_d.gif,310,175
restricted,http://media0.giphy.com/media/YbGrs40KxDzXi/200_d.gif,500,288
entirely,http://media0.giphy.com/media/tboqDkypytFUQ/200_d.gif,499,392
requires,http://media0.giphy.com/media/tHqeGyylIb5HW/200_d.gif,500,265
maintenance,http://media0.giphy.com/media/d7Jgpfss3Hyj6/200_d.gif,320,213
propagation,http://media0.giphy.com/media/Z0dkPDo94HDpe/200_d.gif,500,500
race,http://media0.giphy.com/media/6ngw5lnUZuzhS/200_d.gif,600,400
price,http://media0.giphy.com/media/C5qs1Uv9GOybu/200_d.gif,320,240
equal,http://media0.giphy.com/media/tsFxIURoUespO/200_d.gif,500,259
repulsiveness,none,,
decreases,http://media0.giphy.com/media/9KnwigxJGJjEI/200_d.gif,500,221
burden,http://media0.giphy.com/media/TKoPqD0w9LqBa/200_d.gif,320,240
toil,http://media0.giphy.com/media/t3YUrp2v9elLa/200_d.gif,450,171
whether,http://media0.giphy.com/media/TlxyoAa5ByOFG/200_d.gif,245,138
prolongation,none,,
hours,http://media0.giphy.com/media/nMUUdopPoVBQY/200_d.gif,480,270
exacted,none,,
speed,http://media0.giphy.com/media/VFKCdekzhXVCg/200_d.gif,160,160
etc,http://media0.giphy.com/media/8de792M7HULhm/200_d.gif,330,330
little,http://media0.giphy.com/media/b7A4lSu6Zlyr6/200_d.gif,600,337
master,http://media0.giphy.com/media/pQLCN5IxLjBfi/200_d.gif,300,213
factory,http://media0.giphy.com/media/6QgyEUCbtYnYc/200_d.gif,218,164
capitalist,http://media0.giphy.com/media/Fpy3lKrLflaUw/200_d.gif,500,282
masses,http://media0.giphy.com/media/pZcnB7YJ5HhwA/200_d.gif,170,221
crowded,http://media0.giphy.com/media/116Nip6EHG72wM/200_d.gif,500,244
organized,http://media0.giphy.com/media/13sEYVYCsznV2E/200_d.gif,245,130
soldiers,http://media0.giphy.com/media/147vxIUfxdZGo/200_d.gif,250,169
privates,http://media0.giphy.com/media/Eh4V9v8lBNwAw/200_d.gif,245,140
army,http://media0.giphy.com/media/ikZaSfrRktfAk/200_d.gif,320,180
placed,http://media0.giphy.com/media/ank2kL4QdTCq4/200_d.gif,378,280
command,http://media0.giphy.com/media/BU2uWBp37Lr56/200_d.gif,600,450
perfect,http://media0.giphy.com/media/Pv4bWPpM1ZX8Y/200_d.gif,500,279
hierarchy,http://media0.giphy.com/media/GTciTR1DO7W5q/200_d.gif,465,433
officers,http://media0.giphy.com/media/vBbjZ50GQIRt6/200_d.gif,500,279
sergeants,http://media0.giphy.com/media/ZrotOSplDqzpC/200_d.gif,245,190
hourly,http://media0.giphy.com/media/HAb3UwAGMMDtu/200_d.gif,841,595
enslaved,http://media0.giphy.com/media/K1bCwSVTxPVGo/200_d.gif,500,284
overlooker,none,,
above,http://media0.giphy.com/media/HNOETrr4meit2/200_d.gif,500,302
manufacturer,http://media0.giphy.com/media/wfSDsPrh0OTiU/200_d.gif,690,200
himself,http://media0.giphy.com/media/HXI7ip6Gk7ZGo/200_d.gif,391,287
despotism,none,,
proclaims,http://media0.giphy.com/media/rejNbMYuemRUI/200_d.gif,245,161
gain,http://media0.giphy.com/media/v6Ci9ujRlfg7m/200_d.gif,245,275
aim,http://media0.giphy.com/media/Rm89UZhMrBRss/200_d.gif,427,240
petty,http://media0.giphy.com/media/bZEVO5HL43LrO/200_d.gif,270,198
hateful,http://media0.giphy.com/media/GiF2V20nNOkta/200_d.gif,500,272
embittering,none,,
less,http://media0.giphy.com/media/zKdxAKaB892EM/200_d.gif,245,270
skill,http://media0.giphy.com/media/N1VBK4uuxKtOg/200_d.gif,600,338
exertion,http://media0.giphy.com/media/t3YUrp2v9elLa/200_d.gif,450,171
strength,http://media0.giphy.com/media/VobPrym1GHpAY/200_d.gif,352,198
implied,http://media0.giphy.com/media/OoZq4aW93D3HO/200_d.gif,276,207
manual,http://media0.giphy.com/media/ISJ6H2u4Qc0h2/200_d.gif,360,202
words,http://media0.giphy.com/media/cUm6t7sB9dMOs/200_d.gif,591,336
superseded,none,,
women,http://media0.giphy.com/media/uQqjNseCFe2FG/200_d.gif,400,310
differences,http://media0.giphy.com/media/d3yvfxj8gNus8/200_d.gif,292,350
age,http://media0.giphy.com/media/DcVZFNmuQ3UIg/200_d.gif,490,203
sex,http://media3.giphy.com/media/YeK1JoH94NIRy/200_d.gif,499,281
any,http://media0.giphy.com/media/WmiYdWT1KxXeU/200_d.gif,500,375
distinctive,http://media0.giphy.com/media/dJnr3AVpdymUU/200_d.gif,500,314
validity,http://media0.giphy.com/media/11uSsSjcQXhYNa/200_d.gif,280,224
expensive,http://media0.giphy.com/media/ZXTcw8ygzV08E/200_d.gif,300,169
according,http://media3.giphy.com/media/e9FsMV7BVs7LO/200_d.gif,312,176
sooner,http://media0.giphy.com/media/I3dGUvaA9i5ig/200_d.gif,300,225
laborer,none,,
receives,http://media0.giphy.com/media/xxOU8JulQa4zC/200_d.gif,500,281
wages,http://media0.giphy.com/media/CUcC8TCG04wso/200_d.gif,250,141
cash,http://media0.giphy.com/media/nv78JmGqiebbW/200_d.gif,500,345
upon,http://media0.giphy.com/media/7c5FC9Np3an0A/200_d.gif,320,180
portion,http://media0.giphy.com/media/GnpEO3BZP0JJm/200_d.gif,308,350
landlord,http://media0.giphy.com/media/iNpWOiqUFsgU0/200_d.gif,443,300
shopkeeper,http://media2.giphy.com/media/lnPp8iKecXrNe/200_d.gif,500,194
pawnbroker,none,,
lower,http://media0.giphy.com/media/r9J3C0Uz3FrcA/200_d.gif,361,256
strata,http://media0.giphy.com/media/jHSFrayEbR1eg/200_d.gif,500,314
small,http://media0.giphy.com/media/g9sb4u0tDjSc8/200_d.gif,250,107
tradespeople,none,,
shopkeepers,http://media2.giphy.com/media/lnPp8iKecXrNe/200_d.gif,500,194
retired,http://media0.giphy.com/media/R9Naqcs1IyngQ/200_d.gif,470,230
tradesmen,none,,
handicraftsmen,none,,
sink,http://media0.giphy.com/media/XprLmomfsd2VO/200_d.gif,450,253
gradually,http://media0.giphy.com/media/Gmfv4cEhxCGaI/200_d.gif,250,200
partly,http://media0.giphy.com/media/kDFB5JLK4ABs4/200_d.gif,307,248
diminutive,none,,
suffice,http://media0.giphy.com/media/vMkdbTuJzLDlS/200_d.gif,300,201
scale,http://media0.giphy.com/media/Px6NSzvo9JIVq/200_d.gif,500,371
swamped,http://media0.giphy.com/media/SugCVmvsUxzrO/200_d.gif,400,225
capitalists,http://media0.giphy.com/media/Fpy3lKrLflaUw/200_d.gif,500,282
specialized,http://media0.giphy.com/media/xRRidiLkS3ey4/200_d.gif,500,730
rendered,http://media0.giphy.com/media/CCbPxFJkxa83C/200_d.gif,500,375
worthless,http://media0.giphy.com/media/gwA7VpSMFLe6Y/200_d.gif,485,285
methods,http://media0.giphy.com/media/F7ny7fRtT7SMM/200_d.gif,600,335
recruited,http://media2.giphy.com/media/ZVecl7HV5FwhW/200_d.gif,500,175
goes,http://media0.giphy.com/media/FB9fmfVJNVGgg/200_d.gif,632,352
stages,http://media0.giphy.com/media/rPeu2qAjlFp84/200_d.gif,500,263
birth,http://media0.giphy.com/media/yQIp2sC0BaVj2/200_d.gif,288,225
begins,http://media0.giphy.com/media/iPgIshaJfcTSw/200_d.gif,400,300
contest,http://media0.giphy.com/media/HwTYqyuPZqjLO/200_d.gif,500,500
operative,http://media0.giphy.com/media/Wou8tAysaJaeY/200_d.gif,500,214
locality,none,,
exploits,http://media0.giphy.com/media/6v6T0yHwU0yWI/200_d.gif,500,287
attacks,http://media0.giphy.com/media/vCiTZ7t2Z4BGg/200_d.gif,480,270
destroy,http://media0.giphy.com/media/lXfqPBLFJLsWc/200_d.gif,306,241
imported,http://media0.giphy.com/media/FYGgcAe062DaE/200_d.gif,245,183
wares,http://media0.giphy.com/media/HIQnLOGChYFuE/200_d.gif,289,227
compete,http://media0.giphy.com/media/VhPLtnwLEAnvy/200_d.gif,320,180
smash,http://media0.giphy.com/media/EP3zaclmDovyo/200_d.gif,501,245
pieces,http://media0.giphy.com/media/dHM5FouaB2rBu/200_d.gif,495,229
factories,http://media0.giphy.com/media/KaWKTJ43aAQr6/200_d.gif,300,169
ablaze,http://media0.giphy.com/media/7M6VuttHn1y6Y/200_d.gif,245,135
seek,http://media0.giphy.com/media/rcC2QryrkPmCI/200_d.gif,303,267
restore,http://media0.giphy.com/media/cuZa9dpQ2zD0s/200_d.gif,320,192
force,http://media0.giphy.com/media/g5P8NdUFOJrHi/200_d.gif,275,206
status,http://media0.giphy.com/media/YIuj8LyKCIURa/200_d.gif,370,247
still,http://media0.giphy.com/media/ccbmDvYK26sRa/200_d.gif,365,195
incoherent,http://media0.giphy.com/media/OcTmuC9US5OjC/200_d.gif,320,240
broken,http://media0.giphy.com/media/zFlVvkBN0DDz2/200_d.gif,500,281
mutual,http://media0.giphy.com/media/x0qbSN25E5oJ2/200_d.gif,500,500
anywhere,http://media2.giphy.com/media/zwCyWoNiknBbW/200_d.gif,500,500
unite,http://media0.giphy.com/media/XiL1WLYd7C0k8/200_d.gif,250,154
compact,http://media0.giphy.com/media/tE3YEy4MRDLBS/200_d.gif,265,174
bodies,http://media0.giphy.com/media/hMUJkDKmGMuli/200_d.gif,500,245
yet,http://media2.giphy.com/media/EQ5hZ4AP9D93G/200_d.gif,400,344
active,http://media0.giphy.com/media/w13kXC9Z4pXkA/200_d.gif,500,273
union,http://media0.giphy.com/media/RNrZLzKyylOVO/200_d.gif,500,542
order,http://media0.giphy.com/media/Zn30X8XAI0dQQ/200_d.gif,400,225
attain,http://media0.giphy.com/media/Wh0c9HoRRdqAo/200_d.gif,443,327
ends,http://media0.giphy.com/media/nSnmX5b4pKaB2/200_d.gif,500,271
motion,http://media0.giphy.com/media/IyNC3kjSzJIze/200_d.gif,500,258
moreover,http://media0.giphy.com/media/3wkhUDHE7sB2w/200_d.gif,500,200
do,http://media0.giphy.com/media/B91G9arcrMmhq/200_d.gif,279,200
enemies,http://media0.giphy.com/media/kBi6eeVUEw4xO/200_d.gif,480,204
remnants,http://media0.giphy.com/media/10PMWZ352ELcSQ/200_d.gif,426,240
landowners,none,,
non-industrial,none,,
historical,http://media0.giphy.com/media/qu6qIVKqyleDu/200_d.gif,250,177
victory,http://media0.giphy.com/media/x790itVk2bD9K/200_d.gif,266,200
obtained,http://media0.giphy.com/media/85e1lrKRMsMbm/200_d.gif,500,266
number,http://media0.giphy.com/media/RVJnSBJVYTAZ2/200_d.gif,500,350
greater,http://media0.giphy.com/media/gzJNFeqcRcqnm/200_d.gif,500,600
grows,http://media0.giphy.com/media/2TOPNSO7i8Fws/200_d.gif,500,281
feels,http://media0.giphy.com/media/JXvGUTXpKtxe/200_d.gif,489,249
within,http://media2.giphy.com/media/mfvgNgylq1DZC/200_d.gif,480,270
ranks,http://media0.giphy.com/media/yKvkOJUeTPOrm/200_d.gif,260,173
equalized,none,,
obliterates,http://media0.giphy.com/media/MCVDlZH5nPo0E/200_d.gif,500,353
distinctions,http://media2.giphy.com/media/lgYfDUsAcbaAU/200_d.gif,500,282
nearly,http://media0.giphy.com/media/x1avOBVVKgXcI/200_d.gif,320,240
reduces,http://media0.giphy.com/media/UjunraAnEYWGI/200_d.gif,430,454
low,http://media0.giphy.com/media/tlGaHryl85uIE/200_d.gif,320,180
level,http://media0.giphy.com/media/RXMTS7zA2UdUs/200_d.gif,300,225
among,http://media0.giphy.com/media/12GxI1Eqg7S6f6/200_d.gif,500,341
resulting,http://media0.giphy.com/media/D6mpG9gDrHF1C/200_d.gif,380,214
make,http://media0.giphy.com/media/am93qkx2YSuLm/200_d.gif,380,285
workers,http://media0.giphy.com/media/BzPnEA1de6rSM/200_d.gif,500,281
fluctuating,none,,
increasing,http://media0.giphy.com/media/14eDnIvqUsr5kI/200_d.gif,500,230
rapidly,http://media0.giphy.com/media/n8GJflw1f4I0w/200_d.gif,200,267
developing,http://media0.giphy.com/media/140j6QBj0p6NHO/200_d.gif,336,197
makes,http://media0.giphy.com/media/am93qkx2YSuLm/200_d.gif,380,285
livelihood,http://media0.giphy.com/media/t3YUrp2v9elLa/200_d.gif,450,171
precarious,http://media2.giphy.com/media/eu2AKbWvQfKXm/200_d.gif,245,125
collisions,http://media0.giphy.com/media/D3wm9aF7lkmeQ/200_d.gif,480,260
workmen,http://media0.giphy.com/media/QePhmZRPE7kgE/200_d.gif,400,225
take,http://media0.giphy.com/media/gqt0n9GWA6BaM/200_d.gif,845,673
begin,http://media0.giphy.com/media/cSkgJPHLi9ZMQ/200_d.gif,550,309
combinations,http://media0.giphy.com/media/3RDwD9mi7obTi/200_d.gif,426,227
(trade,http://media1.giphy.com/media/XJ2XEPmYNHEWs/200_d.gif,500,212
unions),http://media0.giphy.com/media/RNrZLzKyylOVO/200_d.gif,500,542
club,http://media0.giphy.com/media/6q0rtAsWup6RW/200_d.gif,569,320
keep,http://media0.giphy.com/media/uU93O5WBZMHja/200_d.gif,360,203
rate,http://media3.giphy.com/media/jZAmRJOd7s8Ja/200_d.gif,320,179
permanent,http://media0.giphy.com/media/UUExqcZ3u80De/200_d.gif,499,281
associations,http://media0.giphy.com/media/RbAmK0G8BoGOI/200_d.gif,400,270
provision,http://media0.giphy.com/media/duYB5Ilv9h5v2/200_d.gif,400,400
beforehand,http://media0.giphy.com/media/xwarx3z8e4bjW/200_d.gif,250,250
occasional,http://media0.giphy.com/media/P2wxORPoQzSIo/200_d.gif,523,457
revolts,http://media0.giphy.com/media/JbT3uY8dRGhGM/200_d.gif,360,360
riots,http://media0.giphy.com/media/eowiwGuOiQNiw/200_d.gif,388,213
victorious,http://media0.giphy.com/media/t4uEQchkH8cDK/200_d.gif,500,135
fruit,http://media0.giphy.com/media/gR8TKykkKuihG/200_d.gif,245,290
battles,http://media3.giphy.com/media/dDQVoYXxw6edO/200_d.gif,480,270
lie,http://media0.giphy.com/media/scOrvsszgKA12/200_d.gif,350,188
immediate,http://media0.giphy.com/media/9mfCOURaCaf2U/200_d.gif,500,145
helped,http://media0.giphy.com/media/dmxd5wyl6e6ti/200_d.gif,240,219
improved,http://media0.giphy.com/media/nFNe2L0JrY0uc/200_d.gif,500,325
localities,none,,
contact,http://media0.giphy.com/media/JZhlb9M3SyWQg/200_d.gif,500,209
needed,http://media0.giphy.com/media/zTzVwYEtqNBsI/200_d.gif,500,281
centralize,none,,
miserable,http://media0.giphy.com/media/hWnIPmTTcAaKQ/200_d.gif,245,155
highways,http://media0.giphy.com/media/UHWPo4k6znRD2/200_d.gif,245,200
centuries,http://media0.giphy.com/media/FtEye0VYmRPbi/200_d.gif,549,168
proletarian,none,,
thanks,http://media0.giphy.com/media/opfF5TLS75Oms/200_d.gif,400,228
achieve,http://media0.giphy.com/media/lBeuoYPptpDYQ/200_d.gif,250,188
continually,http://media0.giphy.com/media/iP2979ShO80SI/200_d.gif,500,300
upset,http://media2.giphy.com/media/K0gEpY3SbTyz6/200_d.gif,412,286
rises,http://media0.giphy.com/media/Zt35SkXevwvaE/200_d.gif,350,495
stronger,http://media0.giphy.com/media/KBpcA2sYvkP9S/200_d.gif,500,269
firmer,none,,
mightier,http://media0.giphy.com/media/k4AY7qbiHB8k0/200_d.gif,320,240
legislative,none,,
recognition,http://media0.giphy.com/media/L3jN8FJybcf84/200_d.gif,324,186
particular,http://media0.giphy.com/media/j7qf4pD2jmD3G/200_d.gif,500,281
taking,http://media0.giphy.com/media/93mF0i334OXgA/200_d.gif,320,180
advantage,http://media0.giphy.com/media/FYzHosTxddQ8U/200_d.gif,320,240
divisions,http://media0.giphy.com/media/VHIgsjsNp8r7O/200_d.gif,305,500
ten-hours,http://media0.giphy.com/media/MCUE9sgw5TV6g/200_d.gif,500,374
bill,http://media0.giphy.com/media/CTLgE2dALpyr6/200_d.gif,500,270
england,http://media0.giphy.com/media/QLcMKbYYe7T2/200_d.gif,500,411
altogether,http://media0.giphy.com/media/3FxfJm6wib56M/200_d.gif,500,300
ways,http://media0.giphy.com/media/IdEDKwA2vjtD2/200_d.gif,400,179
involved,http://media0.giphy.com/media/1BkzOtrmrqGB2/200_d.gif,160,120
battle,http://media3.giphy.com/media/dDQVoYXxw6edO/200_d.gif,480,270
aristocracy,none,,
later,http://media0.giphy.com/media/10QbzBy3KKAw36/200_d.gif,500,213
portions,http://media0.giphy.com/media/GnpEO3BZP0JJm/200_d.gif,308,350
antagonistic,http://media1.giphy.com/media/ZYNSjd8MQ9QA0/200_d.gif,245,245
progress,http://media0.giphy.com/media/LPmX4aZn2AbXG/200_d.gif,375,500
foreign,http://media0.giphy.com/media/Pv7m72WHOaDHa/200_d.gif,500,210
sees,http://media0.giphy.com/media/BlKWC3mwKmuuk/200_d.gif,480,270
appeal,http://media0.giphy.com/media/zvwJpEccU1pni/200_d.gif,320,240
ask,http://media0.giphy.com/media/IUgbJFHUxGpLW/200_d.gif,270,180
help,http://media0.giphy.com/media/Mzeny7G8pCmCk/200_d.gif,160,160
drag,http://media0.giphy.com/media/UdCAHBbVFN9Qs/200_d.gif,350,197
arena,http://media0.giphy.com/media/3few20uvO43GE/200_d.gif,500,379
supplies,http://media0.giphy.com/media/QqvI58bqmkzC/200_d.gif,300,187
education,http://media0.giphy.com/media/4D8Ftee8yOOha/200_d.gif,400,225
furnishes,none,,
fighting,http://media0.giphy.com/media/Sl1lKFZEI4xgY/200_d.gif,500,251
seen,http://media0.giphy.com/media/LWeUOO6Eq8gAE/200_d.gif,432,324
sections,http://media0.giphy.com/media/AUjGFkjHPlYK4/200_d.gif,275,210
ruling,http://media0.giphy.com/media/ir7K9QG28HrBS/200_d.gif,600,319
precipitated,none,,
least,http://media0.giphy.com/media/Y5aProuoCGzVm/200_d.gif,363,211
threatened,http://media0.giphy.com/media/5cvB3L889tChy/200_d.gif,500,281
enlightenment,http://media3.giphy.com/media/106Fxp6XrOJ8fC/200_d.gif,240,184
finally,http://media0.giphy.com/media/JVdpff0ij5syc/200_d.gif,500,213
times,http://media0.giphy.com/media/VMFvRGcz9C87K/200_d.gif,800,329
when,http://media0.giphy.com/media/6QefBgqm7NbWw/200_d.gif,320,180
nears,http://media0.giphy.com/media/4wIEmKjTs7AgE/200_d.gif,650,427
decisive,http://media0.giphy.com/media/77ygbmjZqmItW/200_d.gif,245,160
hour,http://media0.giphy.com/media/Witx991Du1ico/200_d.gif,269,185
dissolution,http://media0.giphy.com/media/RZBQCVB8TCRWw/200_d.gif,472,361
range,http://media0.giphy.com/media/jHaqkqHn9EsTe/200_d.gif,500,265
assumes,http://media0.giphy.com/media/4wAqSS68oZdYI/200_d.gif,360,360
violent,http://media0.giphy.com/media/iQb7chHfX7EPK/200_d.gif,300,270
glaring,http://media0.giphy.com/media/dAJEgjLiCOO9W/200_d.gif,156,139
section,http://media0.giphy.com/media/jC9VTWht0Ipm8/200_d.gif,463,266
cuts,http://media0.giphy.com/media/B74bhKjaVL4T6/200_d.gif,270,171
adrift,http://media0.giphy.com/media/hL8a3mIQK8Ehy/200_d.gif,650,352
joins,http://media0.giphy.com/media/i8aUJXq6Zdftm/200_d.gif,480,360
holds,http://media0.giphy.com/media/rw4VSQCwC3RCM/200_d.gif,398,225
future,http://media3.giphy.com/media/Qy5GkQn0UVu4o/200_d.gif,500,268
went,http://media0.giphy.com/media/iILSPvQZus9ck/200_d.gif,245,280
ideologists,none,,
raised,http://media0.giphy.com/media/11oI7iiiAgbbWw/200_d.gif,500,197
comprehending,none,,
theoretically,http://media0.giphy.com/media/md1prB1d2jMDC/200_d.gif,400,285
stand,http://media0.giphy.com/media/8ZR30Cp6J1DgY/200_d.gif,499,295
today,http://media0.giphy.com/media/tg7jyv6AWSnSw/200_d.gif,300,168
alone,http://media0.giphy.com/media/MmFVEhDzF0UUw/200_d.gif,358,146
genuinely,http://media3.giphy.com/media/Wv3xvyT9GNK2k/200_d.gif,160,250
decay,http://media0.giphy.com/media/BLLdMy8VXF6Q8/200_d.gif,320,180
disappear,http://media0.giphy.com/media/uyRrZSvQcXnDa/200_d.gif,400,237
special,http://media0.giphy.com/media/iP8NvwEddspdC/200_d.gif,454,296
essential,http://media0.giphy.com/media/CtqEJpI5zCQCs/200_d.gif,594,221
artisan,http://media0.giphy.com/media/me3sj1PofyZVu/200_d.gif,500,500
peasant,http://media0.giphy.com/media/FSqvRkMjq08eY/200_d.gif,500,346
save,http://media0.giphy.com/media/jduCmcWJlgCMo/200_d.gif,320,180
fractions,http://media0.giphy.com/media/Gskc9roC0K3Uk/200_d.gif,300,163
conservative,http://media3.giphy.com/media/HKcjlg9IToE3S/200_d.gif,370,584
nay,http://media0.giphy.com/media/ZmRGBMbYNiMHm/200_d.gif,400,329
try,http://media0.giphy.com/media/KafhKMPYom2oo/200_d.gif,480,270
roll,http://media0.giphy.com/media/WakEfEja6b81q/200_d.gif,500,281
wheel,http://media0.giphy.com/media/FiTPSZpvbHceQ/200_d.gif,400,220
chance,http://media0.giphy.com/media/lfrefZkCcGxq0/200_d.gif,320,180
view,http://media0.giphy.com/media/ctozGeM1XZCw0/200_d.gif,250,141
